ARTICULO,NOMBRE_ARTICULO, PRECIO COSTO , precio 4% , Precio Ofrecido sin IVA , PRECIO 20% , PRECIO 30% , PRECIO 40% ,PRECIO 50%,PRECIO 60%,PRECIO 80%,PRECIO 100%,Cost per Drug,Profit Margin 
14010018,DROSPERA *28 COMP.," ₡4,441.18 "," ₡4,618.83 "," ₡5,107.36 "," ₡5,329.42 "," ₡5,773.53 "," ₡6,217.65 "," ₡6,661.77 "," ₡7,105.89 "," ₡7,994.12 "," ₡8,882.36 "," ₡10,436.77 ", (0.81)
10010311,DULCOLAX * 20 TABLETAS," ₡20,950.98 "," ₡21,789.02 "," ₡24,093.63 "," ₡25,141.18 "," ₡27,236.27 "," ₡29,331.37 "," ₡31,426.47 "," ₡33,521.57 "," ₡37,711.76 "," ₡41,901.96 "," ₡49,234.80 ", (0.81)
10010001,DUODART 0.5MG/ 0.4MG * 30 TABLETAS," ₡11,294.12 "," ₡11,745.88 "," ₡12,988.24 "," ₡13,552.94 "," ₡14,682.36 "," ₡15,811.77 "," ₡16,941.18 "," ₡18,070.59 "," ₡20,329.42 "," ₡22,588.24 "," ₡26,541.18 ", (0.81)
10040172,DUPHALAC JARAB 150ML," ₡14,550.00 "," ₡15,132.00 "," ₡16,732.50 "," ₡17,460.00 "," ₡18,915.00 "," ₡20,370.00 "," ₡21,825.00 "," ₡23,280.00 "," ₡26,190.00 "," ₡29,100.00 "," ₡34,192.50 ", (0.81)
50521855,DURAPORE 3 C/4 UNID 3M 1538-3," ₡4,176.47 "," ₡4,343.53 "," ₡4,802.94 "," ₡5,011.76 "," ₡5,429.41 "," ₡5,847.06 "," ₡6,264.71 "," ₡6,682.35 "," ₡7,517.65 "," ₡8,352.94 "," ₡9,814.70 ", (0.81)
10132012,DURASEX 10% SPRAY," ₡4,176.47 "," ₡4,343.53 "," ₡4,802.94 "," ₡5,011.76 "," ₡5,429.41 "," ₡5,847.06 "," ₡6,264.71 "," ₡6,682.35 "," ₡7,517.65 "," ₡8,352.94 "," ₡9,814.70 ", (0.81)
10132012,DURASEX 10% SPRAY," ₡17,485.29 "," ₡18,184.70 "," ₡20,108.08 "," ₡20,982.35 "," ₡22,730.88 "," ₡24,479.41 "," ₡26,227.94 "," ₡27,976.46 "," ₡31,473.52 "," ₡34,970.58 "," ₡41,090.43 ", (0.81)
10010908,DUSPATALIN 200MG*20 CAPS," ₡26,348.04 "," ₡27,401.96 "," ₡30,300.25 "," ₡31,617.65 "," ₡34,252.45 "," ₡36,887.26 "," ₡39,522.06 "," ₡42,156.86 "," ₡47,426.47 "," ₡52,696.08 "," ₡61,917.89 ", (0.81)
10010312,EFEXOR XR 75 MG*14 CAPSULAS," ₡1,362.75 "," ₡1,417.26 "," ₡1,567.16 "," ₡1,635.30 "," ₡1,771.58 "," ₡1,907.85 "," ₡2,044.13 "," ₡2,180.40 "," ₡2,452.95 "," ₡2,725.50 "," ₡3,202.46 ", (0.81)
10140051,ELECTROLIT COCO 625ML SUERO ORAL," ₡1,411.76 "," ₡1,468.23 "," ₡1,623.52 "," ₡1,694.11 "," ₡1,835.29 "," ₡1,976.46 "," ₡2,117.64 "," ₡2,258.82 "," ₡2,541.17 "," ₡2,823.52 "," ₡3,317.64 ", (0.81)
10140046,ELECTROLIT FRESA 625ML SUERO ORAL," ₡1,411.76 "," ₡1,468.23 "," ₡1,623.52 "," ₡1,694.11 "," ₡1,835.29 "," ₡1,976.46 "," ₡2,117.64 "," ₡2,258.82 "," ₡2,541.17 "," ₡2,823.52 "," ₡3,317.64 ", (0.81)
10140076,ELECTROLIT JAMAICA 625 ML," ₡1,377.45 "," ₡1,432.55 "," ₡1,584.07 "," ₡1,652.94 "," ₡1,790.69 "," ₡1,928.43 "," ₡2,066.18 "," ₡2,203.92 "," ₡2,479.41 "," ₡2,754.90 "," ₡3,237.01 ", (0.81)
10140068,ELECTROLIT SUERO LIMA-LIMON 625ML," ₡1,397.06 "," ₡1,452.94 "," ₡1,606.62 "," ₡1,676.47 "," ₡1,816.18 "," ₡1,955.88 "," ₡2,095.59 "," ₡2,235.30 "," ₡2,514.71 "," ₡2,794.12 "," ₡3,283.09 ", (0.81)
10140066,ELECTROLIT SUERO NARANJA-MANDARINA 625ML," ₡1,397.06 "," ₡1,452.94 "," ₡1,606.62 "," ₡1,676.47 "," ₡1,816.18 "," ₡1,955.88 "," ₡2,095.59 "," ₡2,235.30 "," ₡2,514.71 "," ₡2,794.12 "," ₡3,283.09 ", (0.81)
10140078,ELECTROLIT TE VERDE-LIMON 625 ML," ₡1,343.14 "," ₡1,396.87 "," ₡1,544.61 "," ₡1,611.77 "," ₡1,746.08 "," ₡1,880.40 "," ₡2,014.71 "," ₡2,149.02 "," ₡2,417.65 "," ₡2,686.28 "," ₡3,156.38 ", (0.81)
10140003,ELECTROLITOS APO MANZANA X 4 SOBRES," ₡1,240.20 "," ₡1,289.81 "," ₡1,426.23 "," ₡1,488.24 "," ₡1,612.26 "," ₡1,736.28 "," ₡1,860.30 "," ₡1,984.32 "," ₡2,232.36 "," ₡2,480.40 "," ₡2,914.47 ", (0.81)
10140002,ELECTROLITOS APO NARANJA X 4 SOBRES," ₡1,215.69 "," ₡1,264.32 "," ₡1,398.04 "," ₡1,458.83 "," ₡1,580.40 "," ₡1,701.97 "," ₡1,823.54 "," ₡1,945.10 "," ₡2,188.24 "," ₡2,431.38 "," ₡2,856.87 ", (0.81)
10140001,ELECTROLITOS APO PIÑA X 4 SOBRES," ₡38,656.86 "," ₡40,203.13 "," ₡44,455.39 "," ₡46,388.23 "," ₡50,253.92 "," ₡54,119.60 "," ₡57,985.29 "," ₡61,850.98 "," ₡69,582.35 "," ₡77,313.72 "," ₡90,843.62 ", (0.81)
10011166,ELIQUIS 5 MG *60 TABLETAS REC," ₡5,612.75 "," ₡5,837.26 "," ₡6,454.66 "," ₡6,735.30 "," ₡7,296.58 "," ₡7,857.85 "," ₡8,419.13 "," ₡8,980.40 "," ₡10,102.95 "," ₡11,225.50 "," ₡13,189.96 ", (0.81)
16010103,ELISOR 500 MG *10 TABLETAS," ₡9,078.43 "," ₡9,441.57 "," ₡10,440.19 "," ₡10,894.12 "," ₡11,801.96 "," ₡12,709.80 "," ₡13,617.65 "," ₡14,525.49 "," ₡16,341.17 "," ₡18,156.86 "," ₡21,334.31 ", (0.81)
14010066,"EMMA 3MG/0,020MG *28 TABS"," ₡3,117.65 "," ₡3,242.36 "," ₡3,585.30 "," ₡3,741.18 "," ₡4,052.95 "," ₡4,364.71 "," ₡4,676.48 "," ₡4,988.24 "," ₡5,611.77 "," ₡6,235.30 "," ₡7,326.48 ", (0.81)
10011414,ENALAPRIL CHEMO 20MG *30 TABLETAS," ₡3,117.65 "," ₡3,242.36 "," ₡3,585.30 "," ₡3,741.18 "," ₡4,052.95 "," ₡4,364.71 "," ₡4,676.48 "," ₡4,988.24 "," ₡5,611.77 "," ₡6,235.30 "," ₡7,326.48 ", (0.81)
10011414,ENALAPRIL CHEMO 20MG *30 TABLETAS," ₡1,955.88 "," ₡2,034.12 "," ₡2,249.26 "," ₡2,347.06 "," ₡2,542.64 "," ₡2,738.23 "," ₡2,933.82 "," ₡3,129.41 "," ₡3,520.58 "," ₡3,911.76 "," ₡4,596.32 ", (0.81)
10011459,ENALAPRIL CHEMO 5MG  *30 TABLETAS," ₡1,955.88 "," ₡2,034.12 "," ₡2,249.26 "," ₡2,347.06 "," ₡2,542.64 "," ₡2,738.23 "," ₡2,933.82 "," ₡3,129.41 "," ₡3,520.58 "," ₡3,911.76 "," ₡4,596.32 ", (0.81)
10011459,ENALAPRIL CHEMO 5MG  *30 TABLETAS," ₡9,794.12 "," ₡10,185.88 "," ₡11,263.24 "," ₡11,752.94 "," ₡12,732.36 "," ₡13,711.77 "," ₡14,691.18 "," ₡15,670.59 "," ₡17,629.42 "," ₡19,588.24 "," ₡23,016.18 ", (0.81)
10010314,ENDOLIS 100MG *40 TABLETAS," ₡6,355.00 "," ₡6,609.20 "," ₡7,308.25 "," ₡7,626.00 "," ₡8,261.50 "," ₡8,897.00 "," ₡9,532.50 "," ₡10,168.00 "," ₡11,439.00 "," ₡12,710.00 "," ₡14,934.25 ", (0.81)
80810023,ENFAGROW 3 PREMIUM 375 G," ₡14,195.00 "," ₡14,762.80 "," ₡16,324.25 "," ₡17,034.00 "," ₡18,453.50 "," ₡19,873.00 "," ₡21,292.50 "," ₡22,712.00 "," ₡25,551.00 "," ₡28,390.00 "," ₡33,358.25 ", (0.81)
80810169,ENFAGROW PREMIUM 4 VAINILLA 1100 GRS," ₡7,840.00 "," ₡8,153.60 "," ₡9,016.00 "," ₡9,408.00 "," ₡10,192.00 "," ₡10,976.00 "," ₡11,760.00 "," ₡12,544.00 "," ₡14,112.00 "," ₡15,680.00 "," ₡18,424.00 ", (0.81)
80810031,ENFAMIL 2 PREMIUM 375 G," ₡19,200.00 "," ₡19,968.00 "," ₡22,080.00 "," ₡23,040.00 "," ₡24,960.00 "," ₡26,880.00 "," ₡28,800.00 "," ₡30,720.00 "," ₡34,560.00 "," ₡38,400.00 "," ₡45,120.00 ", (0.81)
80810013,ENFAMIL CONFORT 800 GRS," ₡19,200.00 "," ₡19,968.00 "," ₡22,080.00 "," ₡23,040.00 "," ₡24,960.00 "," ₡26,880.00 "," ₡28,800.00 "," ₡30,720.00 "," ₡34,560.00 "," ₡38,400.00 "," ₡45,120.00 ", (0.81)
80810013,ENFAMIL CONFORT 800 GRS," ₡9,085.00 "," ₡9,448.40 "," ₡10,447.75 "," ₡10,902.00 "," ₡11,810.50 "," ₡12,719.00 "," ₡13,627.50 "," ₡14,536.00 "," ₡16,353.00 "," ₡18,170.00 "," ₡21,349.75 ", (0.81)
80810005,ENFAMIL CONFORT PREM 375 GRS," ₡17,645.00 "," ₡18,350.80 "," ₡20,291.75 "," ₡21,174.00 "," ₡22,938.50 "," ₡24,703.00 "," ₡26,467.50 "," ₡28,232.00 "," ₡31,761.00 "," ₡35,290.00 "," ₡41,465.75 ", (0.81)
80810011,ENFAMIL PREMIUM # 1 800 g," ₡16,760.00 "," ₡17,430.40 "," ₡19,274.00 "," ₡20,112.00 "," ₡21,788.00 "," ₡23,464.00 "," ₡25,140.00 "," ₡26,816.00 "," ₡30,168.00 "," ₡33,520.00 "," ₡39,386.00 ", (0.81)
80810030,ENFAMIL PREMIUM # 2 800G," ₡16,760.00 "," ₡17,430.40 "," ₡19,274.00 "," ₡20,112.00 "," ₡21,788.00 "," ₡23,464.00 "," ₡25,140.00 "," ₡26,816.00 "," ₡30,168.00 "," ₡33,520.00 "," ₡39,386.00 ", (0.81)
80810030,ENFAMIL PREMIUM # 2 800G," ₡8,665.00 "," ₡9,011.60 "," ₡9,964.75 "," ₡10,398.00 "," ₡11,264.50 "," ₡12,131.00 "," ₡12,997.50 "," ₡13,864.00 "," ₡15,597.00 "," ₡17,330.00 "," ₡20,362.75 ", (0.81)
80810029,ENFAMIL S/LACTOSA PREMIUN 400G," ₡1,092.92 "," ₡1,136.64 "," ₡1,256.86 "," ₡1,311.50 "," ₡1,420.80 "," ₡1,530.09 "," ₡1,639.38 "," ₡1,748.67 "," ₡1,967.26 "," ₡2,185.84 "," ₡2,568.36 ", (0.81)
40426853,ENJUAGUE BUCAL CLINIC MENTA AZUL 300ML," ₡8,485.00 "," ₡8,824.40 "," ₡9,757.75 "," ₡10,182.00 "," ₡11,030.50 "," ₡11,879.00 "," ₡12,727.50 "," ₡13,576.00 "," ₡15,273.00 "," ₡16,970.00 "," ₡19,939.75 ", (0.81)
80810021,ENSURE 400G FRESA," ₡8,470.00 "," ₡8,808.80 "," ₡9,740.50 "," ₡10,164.00 "," ₡11,011.00 "," ₡11,858.00 "," ₡12,705.00 "," ₡13,552.00 "," ₡15,246.00 "," ₡16,940.00 "," ₡19,904.50 ", (0.81)
80810006,ENSURE 400G VAINILLA," ₡8,470.00 "," ₡8,808.80 "," ₡9,740.50 "," ₡10,164.00 "," ₡11,011.00 "," ₡11,858.00 "," ₡12,705.00 "," ₡13,552.00 "," ₡15,246.00 "," ₡16,940.00 "," ₡19,904.50 ", (0.81)
80810006,ENSURE 400G VAINILLA," ₡17,030.00 "," ₡17,711.20 "," ₡19,584.50 "," ₡20,436.00 "," ₡22,139.00 "," ₡23,842.00 "," ₡25,545.00 "," ₡27,248.00 "," ₡30,654.00 "," ₡34,060.00 "," ₡40,020.50 ", (0.81)
80810008,ENSURE 900G VAINILLA," ₡1,595.00 "," ₡1,658.80 "," ₡1,834.25 "," ₡1,914.00 "," ₡2,073.50 "," ₡2,233.00 "," ₡2,392.50 "," ₡2,552.00 "," ₡2,871.00 "," ₡3,190.00 "," ₡3,748.25 ", (0.81)
80810140,ENSURE ADVANCE FRESA BOTELLA 8 OZ," ₡1,450.00 "," ₡1,508.00 "," ₡1,667.50 "," ₡1,740.00 "," ₡1,885.00 "," ₡2,030.00 "," ₡2,175.00 "," ₡2,320.00 "," ₡2,610.00 "," ₡2,900.00 "," ₡3,407.50 ", (0.81)
80810035,ENSURE ADVANCE VAINILLA 8 ONZ.," ₡1,425.00 "," ₡1,482.00 "," ₡1,638.75 "," ₡1,710.00 "," ₡1,852.50 "," ₡1,995.00 "," ₡2,137.50 "," ₡2,280.00 "," ₡2,565.00 "," ₡2,850.00 "," ₡3,348.75 ", (0.81)
80810032,ENSURE LIQUIDO VAINILLA 8 OZ BOTELLA.," ₡9,260.00 "," ₡9,630.40 "," ₡10,649.00 "," ₡11,112.00 "," ₡12,038.00 "," ₡12,964.00 "," ₡13,890.00 "," ₡14,816.00 "," ₡16,668.00 "," ₡18,520.00 "," ₡21,761.00 ", (0.81)
80810012,ENTEREX FRESA 400 G," ₡9,260.00 "," ₡9,630.40 "," ₡10,649.00 "," ₡11,112.00 "," ₡12,038.00 "," ₡12,964.00 "," ₡13,890.00 "," ₡14,816.00 "," ₡16,668.00 "," ₡18,520.00 "," ₡21,761.00 ", (0.81)
80810012,ENTEREX FRESA 400 G," ₡20,575.00 "," ₡21,398.00 "," ₡23,661.25 "," ₡24,690.00 "," ₡26,747.50 "," ₡28,805.00 "," ₡30,862.50 "," ₡32,920.00 "," ₡37,035.00 "," ₡41,150.00 "," ₡48,351.25 ", (0.81)
80810026,ENTEREX FRESA POLVO 1 KILO," ₡16,745.00 "," ₡17,414.80 "," ₡19,256.75 "," ₡20,094.00 "," ₡21,768.50 "," ₡23,443.00 "," ₡25,117.50 "," ₡26,792.00 "," ₡30,141.00 "," ₡33,490.00 "," ₡39,350.75 ", (0.81)
80810004,ENTEREX HEPATICO VAINILLA 110 GRS.," ₡10,745.00 "," ₡11,174.80 "," ₡12,356.75 "," ₡12,894.00 "," ₡13,968.50 "," ₡15,043.00 "," ₡16,117.50 "," ₡17,192.00 "," ₡19,341.00 "," ₡21,490.00 "," ₡25,250.75 ", (0.81)
80810039,ENTEREX VAINILLA DIABETICO 400G," ₡27,017.54 "," ₡28,098.24 "," ₡31,070.17 "," ₡32,421.05 "," ₡35,122.80 "," ₡37,824.56 "," ₡40,526.31 "," ₡43,228.06 "," ₡48,631.57 "," ₡54,035.08 "," ₡63,491.22 ", (0.81)
10010992,EPIVAL 500 MG X 30TAB.," ₡25,250.00 "," ₡26,260.00 "," ₡29,037.50 "," ₡30,300.00 "," ₡32,825.00 "," ₡35,350.00 "," ₡37,875.00 "," ₡40,400.00 "," ₡45,450.00 "," ₡50,500.00 "," ₡59,337.50 ", (0.81)
10011068,EPIVAL ER 500 MG * 30 TABLETAS, ₡240.00 , ₡249.60 , ₡276.00 , ₡288.00 , ₡312.00 , ₡336.00 , ₡360.00 , ₡384.00 , ₡432.00 , ₡480.00 , ₡564.00 , (0.81)
50520072,EQUIPO P/SUERO S/FILTRO NIPRO," ₡17,730.39 "," ₡18,439.61 "," ₡20,389.95 "," ₡21,276.47 "," ₡23,049.51 "," ₡24,822.55 "," ₡26,595.59 "," ₡28,368.62 "," ₡31,914.70 "," ₡35,460.78 "," ₡41,666.42 ", (0.81)
10011003,ESCITALOPRAM CALOX 20 MG *28 TABLETAS," ₡17,107.84 "," ₡17,792.15 "," ₡19,674.02 "," ₡20,529.41 "," ₡22,240.19 "," ₡23,950.98 "," ₡25,661.76 "," ₡27,372.54 "," ₡30,794.11 "," ₡34,215.68 "," ₡40,203.42 ", (0.81)
10010322,ESOMEPRAZOL CALOX 40MG*14 TABLETAS," ₡7,455.88 "," ₡7,754.12 "," ₡8,574.26 "," ₡8,947.06 "," ₡9,692.64 "," ₡10,438.23 "," ₡11,183.82 "," ₡11,929.41 "," ₡13,420.58 "," ₡14,911.76 "," ₡17,521.32 ", (0.81)
10010324,ESOMEPRAZOL LA SANTE 20MG*14 TABLETAS," ₡7,455.88 "," ₡7,754.12 "," ₡8,574.26 "," ₡8,947.06 "," ₡9,692.64 "," ₡10,438.23 "," ₡11,183.82 "," ₡11,929.41 "," ₡13,420.58 "," ₡14,911.76 "," ₡17,521.32 ", (0.81)
10010324,ESOMEPRAZOL LA SANTE 20MG*14 TABLETAS," ₡5,586.00 "," ₡5,809.44 "," ₡6,423.90 "," ₡6,703.20 "," ₡7,261.80 "," ₡7,820.40 "," ₡8,379.00 "," ₡8,937.60 "," ₡10,054.80 "," ₡11,172.00 "," ₡13,127.10 ", (0.81)
50522703,ESPACIADOR C/MASCARILLA NEBULIZAR T: L VIAMED, ₡400.00 , ₡416.00 , ₡460.00 , ₡480.00 , ₡520.00 , ₡560.00 , ₡600.00 , ₡640.00 , ₡720.00 , ₡800.00 , ₡940.00 , (0.81)
50520083,ESPARADRAPO PROSAN 1.25 CM X 5 M., ₡150.00 , ₡156.00 , ₡172.50 , ₡180.00 , ₡195.00 , ₡210.00 , ₡225.00 , ₡240.00 , ₡270.00 , ₡300.00 , ₡352.50 , (0.81)
50520080,ESPARADRAPO PROSAN 1.25CMX 1M., ₡235.29 , ₡244.70 , ₡270.58 , ₡282.35 , ₡305.88 , ₡329.41 , ₡352.94 , ₡376.46 , ₡423.52 , ₡470.58 , ₡552.93 , (0.81)
50520079,ESPARADRAPO PROSAN 2.5 CM X 1 M., ₡650.00 , ₡676.00 , ₡747.50 , ₡780.00 , ₡845.00 , ₡910.00 , ₡975.00 ," ₡1,040.00 "," ₡1,170.00 "," ₡1,300.00 "," ₡1,527.50 ", (0.81)
50520084,ESPARADRAPO PROSAN 2.5 CM X 5 M.," ₡1,014.71 "," ₡1,055.30 "," ₡1,166.92 "," ₡1,217.65 "," ₡1,319.12 "," ₡1,420.59 "," ₡1,522.07 "," ₡1,623.54 "," ₡1,826.48 "," ₡2,029.42 "," ₡2,384.57 ", (0.81)
50520082,ESPARADRAPO PROSAN 5 CM X 5 M," ₡24,274.51 "," ₡25,245.49 "," ₡27,915.69 "," ₡29,129.41 "," ₡31,556.86 "," ₡33,984.31 "," ₡36,411.77 "," ₡38,839.22 "," ₡43,694.12 "," ₡48,549.02 "," ₡57,045.10 ", (0.81)
10010326,ESPASMO DIGESTOMEN *100 COMPRIMIDOS, ₡315.00 , ₡327.60 , ₡362.25 , ₡378.00 , ₡409.50 , ₡441.00 , ₡472.50 , ₡504.00 , ₡567.00 , ₡630.00 , ₡740.25 , (0.81)
50510119,ESPECULO VAGINAL M., ₡553.10 , ₡575.22 , ₡636.07 , ₡663.72 , ₡719.03 , ₡774.34 , ₡829.65 , ₡884.96 , ₡995.58 ," ₡1,106.20 "," ₡1,299.79 ", (0.81)
90940473,ESPONJA SCOTCH BRITE VERDE," ₡23,561.95 "," ₡24,504.43 "," ₡27,096.24 "," ₡28,274.34 "," ₡30,630.54 "," ₡32,986.73 "," ₡35,342.93 "," ₡37,699.12 "," ₡42,411.51 "," ₡47,123.90 "," ₡55,370.58 ", (0.81)
60010021,ESTILO *120 TAB.LISAN," ₡5,009.80 "," ₡5,210.19 "," ₡5,761.27 "," ₡6,011.76 "," ₡6,512.74 "," ₡7,013.72 "," ₡7,514.70 "," ₡8,015.68 "," ₡9,017.64 "," ₡10,019.60 "," ₡11,773.03 ", (0.81)
60010020,ESTRONAL CAPSULAS," ₡6,602.94 "," ₡6,867.06 "," ₡7,593.38 "," ₡7,923.53 "," ₡8,583.82 "," ₡9,244.12 "," ₡9,904.41 "," ₡10,564.70 "," ₡11,885.29 "," ₡13,205.88 "," ₡15,516.91 ", (0.81)
14010019,ESTROTAB 1 MG*30," ₡5,261.06 "," ₡5,471.50 "," ₡6,050.22 "," ₡6,313.27 "," ₡6,839.38 "," ₡7,365.48 "," ₡7,891.59 "," ₡8,417.70 "," ₡9,469.91 "," ₡10,522.12 "," ₡12,363.49 ", (0.81)
40428465,ESTUCHE CREMA DE MANOS MAVRUD + 2 JABONES BILKA," ₡6,101.77 "," ₡6,345.84 "," ₡7,017.04 "," ₡7,322.12 "," ₡7,932.30 "," ₡8,542.48 "," ₡9,152.66 "," ₡9,762.83 "," ₡10,983.19 "," ₡12,203.54 "," ₡14,339.16 ", (0.81)
40428466,ESTUCHE GEL FACIAL AQUA NATURA + 2 JABONES BILKA," ₡8,415.93 "," ₡8,752.57 "," ₡9,678.32 "," ₡10,099.12 "," ₡10,940.71 "," ₡11,782.30 "," ₡12,623.90 "," ₡13,465.49 "," ₡15,148.67 "," ₡16,831.86 "," ₡19,777.44 ", (0.81)
40428467,ESTUCHE GEL FACIAL ROSA DAMASCENA + CREMA DE MANOS," ₡4,345.00 "," ₡4,518.80 "," ₡4,996.75 "," ₡5,214.00 "," ₡5,648.50 "," ₡6,083.00 "," ₡6,517.50 "," ₡6,952.00 "," ₡7,821.00 "," ₡8,690.00 "," ₡10,210.75 ", (0.81)
50522754,ETETOSCOPIO," ₡9,716.81 "," ₡10,105.48 "," ₡11,174.33 "," ₡11,660.17 "," ₡12,631.85 "," ₡13,603.53 "," ₡14,575.22 "," ₡15,546.90 "," ₡17,490.26 "," ₡19,433.62 "," ₡22,834.50 ", (0.81)
90970348,ETIQUETA RECETA ZEBRA TERMICA 4X2," ₡4,057.52 "," ₡4,219.82 "," ₡4,666.15 "," ₡4,869.02 "," ₡5,274.78 "," ₡5,680.53 "," ₡6,086.28 "," ₡6,492.03 "," ₡7,303.54 "," ₡8,115.04 "," ₡9,535.17 ", (0.81)
90940378,ETIQUETA ROLLO TT COLOR BL 2 0/0*1 0/0 FILA 2 CORE," ₡11,774.51 "," ₡12,245.49 "," ₡13,540.69 "," ₡14,129.41 "," ₡15,306.86 "," ₡16,484.31 "," ₡17,661.77 "," ₡18,839.22 "," ₡21,194.12 "," ₡23,549.02 "," ₡27,670.10 ", (0.81)
10010821,EUTIROX 175 MG X 50 TABS," ₡5,308.82 "," ₡5,521.17 "," ₡6,105.14 "," ₡6,370.58 "," ₡6,901.47 "," ₡7,432.35 "," ₡7,963.23 "," ₡8,494.11 "," ₡9,555.88 "," ₡10,617.64 "," ₡12,475.73 ", (0.81)
10010332,EUTIROX 50MG* 50 TABLETAS," ₡14,093.14 "," ₡14,656.87 "," ₡16,207.11 "," ₡16,911.77 "," ₡18,321.08 "," ₡19,730.40 "," ₡21,139.71 "," ₡22,549.02 "," ₡25,367.65 "," ₡28,186.28 "," ₡33,118.88 ", (0.81)
10010342,EXFORGE 10/160MG*14 TABLETAS," ₡14,764.71 "," ₡15,355.30 "," ₡16,979.42 "," ₡17,717.65 "," ₡19,194.12 "," ₡20,670.59 "," ₡22,147.07 "," ₡23,623.54 "," ₡26,576.48 "," ₡29,529.42 "," ₡34,697.07 ", (0.81)
10010336,EXFORGE 10/320MG*14 COMPRIMIDOS," ₡26,656.86 "," ₡27,723.13 "," ₡30,655.39 "," ₡31,988.23 "," ₡34,653.92 "," ₡37,319.60 "," ₡39,985.29 "," ₡42,650.98 "," ₡47,982.35 "," ₡53,313.72 "," ₡62,643.62 ", (0.81)
10010345,EXFORGE 10MG/320MG * 28 TABLETAS," ₡15,411.76 "," ₡16,028.23 "," ₡17,723.52 "," ₡18,494.11 "," ₡20,035.29 "," ₡21,576.46 "," ₡23,117.64 "," ₡24,658.82 "," ₡27,741.17 "," ₡30,823.52 "," ₡36,217.64 ", (0.81)
10010338,EXFORGE HCT 10/160/12.5MG *14 COMPRIMIDOS," ₡15,495.10 "," ₡16,114.90 "," ₡17,819.37 "," ₡18,594.12 "," ₡20,143.63 "," ₡21,693.14 "," ₡23,242.65 "," ₡24,792.16 "," ₡27,891.18 "," ₡30,990.20 "," ₡36,413.49 ", (0.81)
10010940,EXFORGE HCT 10/160/25MG X 14 TAB.," ₡14,769.61 "," ₡15,360.39 "," ₡16,985.05 "," ₡17,723.53 "," ₡19,200.49 "," ₡20,677.45 "," ₡22,154.42 "," ₡23,631.38 "," ₡26,585.30 "," ₡29,539.22 "," ₡34,708.58 ", (0.81)
10010344,EXFORGE HCT 10/320/25MG *14 TABLETAS," ₡28,210.78 "," ₡29,339.21 "," ₡32,442.40 "," ₡33,852.94 "," ₡36,674.01 "," ₡39,495.09 "," ₡42,316.17 "," ₡45,137.25 "," ₡50,779.40 "," ₡56,421.56 "," ₡66,295.33 ", (0.81)
10011337,EXFORGE HCT 5/160/12.5 MG *28 OMPRIMIDOS," ₡15,352.94 "," ₡15,967.06 "," ₡17,655.88 "," ₡18,423.53 "," ₡19,958.82 "," ₡21,494.12 "," ₡23,029.41 "," ₡24,564.70 "," ₡27,635.29 "," ₡30,705.88 "," ₡36,079.41 ", (0.81)
10010340,EXFORGE HCT 5/160/12.5MG *14 TABLETAS," ₡15,352.94 "," ₡15,967.06 "," ₡17,655.88 "," ₡18,423.53 "," ₡19,958.82 "," ₡21,494.12 "," ₡23,029.41 "," ₡24,564.70 "," ₡27,635.29 "," ₡30,705.88 "," ₡36,079.41 ", (0.81)
10010340,EXFORGE HCT 5/160/12.5MG *14 TABLETAS," ₡15,352.94 "," ₡15,967.06 "," ₡17,655.88 "," ₡18,423.53 "," ₡19,958.82 "," ₡21,494.12 "," ₡23,029.41 "," ₡24,564.70 "," ₡27,635.29 "," ₡30,705.88 "," ₡36,079.41 ", (0.81)
10010340,EXFORGE HCT 5/160/12.5MG *14 TABLETAS," ₡14,774.51 "," ₡15,365.49 "," ₡16,990.69 "," ₡17,729.41 "," ₡19,206.86 "," ₡20,684.31 "," ₡22,161.77 "," ₡23,639.22 "," ₡26,594.12 "," ₡29,549.02 "," ₡34,720.10 ", (0.81)
10010341,EXFORGE HCT 5/160/25MG *14 TABLETAS," ₡20,000.00 "," ₡20,800.00 "," ₡23,000.00 "," ₡24,000.00 "," ₡26,000.00 "," ₡28,000.00 "," ₡30,000.00 "," ₡32,000.00 "," ₡36,000.00 "," ₡40,000.00 "," ₡47,000.00 ", (0.81)
90940161,EXIHIBIDOR ACRILICO ESTILO ESCALERA," ₡5,892.16 "," ₡6,127.85 "," ₡6,775.98 "," ₡7,070.59 "," ₡7,659.81 "," ₡8,249.02 "," ₡8,838.24 "," ₡9,427.46 "," ₡10,605.89 "," ₡11,784.32 "," ₡13,846.58 ", (0.81)
10040062,EXPEXT -S.B.T. RAVEN JARABE," ₡5,393.81 "," ₡5,609.56 "," ₡6,202.88 "," ₡6,472.57 "," ₡7,011.95 "," ₡7,551.33 "," ₡8,090.72 "," ₡8,630.10 "," ₡9,708.86 "," ₡10,787.62 "," ₡12,675.45 ", (0.81)
80810122,EXTREN MASS GAINER VAIN 600 G DR. FRANK," ₡13,264.71 "," ₡13,795.30 "," ₡15,254.42 "," ₡15,917.65 "," ₡17,244.12 "," ₡18,570.59 "," ₡19,897.07 "," ₡21,223.54 "," ₡23,876.48 "," ₡26,529.42 "," ₡31,172.07 ", (0.81)
